UniqueCount	AmbigCount
1073	30
1045	18
23303	374
10626	231
282	123
2659	169
50859	978
224	5
73	4
817	22
2139	41
2320	39
1084	20
11	18885
709	19570
540	20360
0	0
0	0
2	0
4	0
0	373
0	352
3	382
6	372
0	383
0	382
0	383
0	112
0	76
3	108
0	112
0	112
0	112
1539	37
5	1225
0	1314
2	1374
55	1212
2	1703
3	2485
0	2485
0	2544
1	521
0	577
0	556
0	541
413	11
13	1023
106	1026
0	991
22	1
91	1
7	40
11	40
0	598
9	513
0	713
6	436
0	653
3	701
15	137
88	389
70	376
5	786
0	802
7	734
0	0
3152	55
28	480
0	479
45	71
9	72
6	0
0	0
1240	21
2	0
0	0
0	0
4	0
38	1
0	105
343	700
268	702
0	0
2	0
0	28
0	33
2	51
11	0
0	0
0	3
0	18
0	18
0	13
204	1
18	1
140	1
13	91
0	251
0	272
0	264
33	105
0	60
7	60
0	60
0	99
2	0
0	0
11	20
0	0
1	0
1	29
27	30
58	0
13	219
0	330
0	329
0	0
33	1
18	42
6	42
163	1
92	2
0	3
0	3
147	1
0	735
3	1164
27	1164
27	174
0	631
3	580
5	647
0	646
0	658
0	0
0	70
3	70
0	0
26	0
813	61
0	85
4	98
0	102
33	0
0	307
1	307
148	3
0	1
0	1
1	0
1255	21
0	0
0	0
0	0
0	0
0	0
0	0
0	0
30	0
0	111
0	1
0	2
0	0
0	9
1	11
5	11
1	11
8	287
264	291
0	0
8	45
43	49
2	13
59	2416
0	2422
0	2423
0	2423
0	2423
0	126
28	128
0	80
1	71
0	0
18	0
107	3
0	0
0	14
0	14
0	13
1	0
3	1162
0	1146
71	1099
0	13
0	3
28	10
0	4
0	13
20	0
0	4
0	0
0	0
0	4
1	2
0	0
0	26
0	26
0	0
1612	3922
382	4239
0	0
0	1
0	96
21	96
0	7
2	7
0	0
7	0
0	0
0	0
16	1168
34	1187
20	1274
15	464
46	464
40	1
0	4
0	3
0	4
0	4
1	0
10	1
6	0
0	0
2	5
0	0
0	0
0	0
4	6
194	3
4	12
3	42
0	52
33	51
0	0
23	0
0	0
0	0
0	0
0	0
6	8
0	17
60	11
0	16
0	16
4	2
0	0
0	0
0	3645
26	3663
4	4160
0	4202
0	4202
0	15
0	0
0	165
18	179
771	18
29	43
0	22
0	0
0	3
0	1
0	4
0	2102
0	2395
1	2325
32	2048
34	2363
0	13
0	104
0	104
