UniqueCount	AmbigCount
555	15
627	12
18013	303
12230	252
95	56
1106	83
48921	1033
257	2
54	14
615	18
1209	25
1668	36
280	16
5	3674
132	3835
146	4046
0	0
0	0
31	1
16	12
5	491
0	450
1	475
0	474
0	492
0	475
3	492
4	5712
0	4017
63	5551
0	5711
0	5711
0	5712
837	10
0	1033
0	1108
5	1145
95	1036
15	2889
0	4497
3	4497
0	4598
2	1336
0	1457
0	1422
0	1348
231	8
15	485
78	485
0	464
5	0
56	9
4	21
2	25
0	847
3	722
0	1043
2	614
0	913
0	991
6	38
29	121
17	115
4	415
0	434
6	388
0	0
687	11
29	336
0	336
45	48
5	47
31	2
0	0
784	27
134	0
0	0
0	0
3	0
45	2
0	38
2	99
7	99
0	0
0	0
0	1232
0	2286
245	3156
2	0
0	0
0	12
0	22
0	22
0	18
58	0
13	0
33	2
5	1854
0	239
0	241
0	237
138	2583
0	45
10	45
0	45
0	2090
4	0
0	0
3	36
0	0
0	0
0	20
15	20
19	2
28	184
1	296
0	296
0	0
25	3
11	21
15	21
130	3
83	4
0	42
17	42
0	0
0	178
0	267
5	267
30	79
0	353
3	319
0	361
0	359
0	367
6	0
0	116
2	116
0	0
120	2
101	11
1	75
5	97
0	100
17	0
0	49
0	49
249	4
0	10
4	10
0	0
3676	62
0	7
0	6
0	17
0	6
0	12
0	12
0	12
35	0
0	54
0	0
0	0
0	0
0	4
1	6
0	4
0	4
0	167
219	167
0	0
9	14
67	14
2	13
4	97
0	97
0	97
0	97
0	97
4	123
14	124
0	92
6	77
5	0
22	0
91	0
0	0
0	38
0	38
0	13
0	1
0	1003
0	997
65	931
0	13
0	0
1	0
0	0
0	13
3	0
2	16
0	0
0	0
11	29
0	1
5	0
0	0
0	0
0	0
11	26
20	27
0	0
0	0
0	54
22	54
0	0
0	0
0	0
6	0
0	0
0	0
35	655
19	662
16	715
3	338
29	338
33	0
0	8765
0	7101
0	8765
0	8765
4	0
4	0
9	0
0	0
1	6
0	0
0	0
0	0
18	10
135	5
0	0
1	1
1	8
9	8
4	2
18	0
0	2
0	2
0	2
0	5
0	0
0	46
76	14
0	20
1	20
2	4
1	2
0	11
0	189
0	180
0	189
0	197
0	197
0	0
0	0
0	19
5	25
1134	14
13	5
0	0
0	0
0	9
0	5
0	9
3	1993
0	2219
0	2126
50	1899
12	2161
0	0
0	161
0	161
0	26
0	0
0	1
0	1
0	0
6	0
0	0
16	45
0	12
88	0
2	0
4	641
3	639
